address,district,area,bedrooms,garage,type,rent,total
Rua República do Togo,Jardim Peri Peri,70,2,1,Casa,2633,2887
Rua Barata Ribeiro,Bela Vista,22,1,0,Studio e kitnet,4000,4754
Rua Heloísa Camargo,Vila Esperança,45,1,0,Casa,1250,1371
Rua São Bernardo,Cidade Mãe do Céu,47,2,0,Apartamento,2950,3394
Rua Galeno de Castro,Jurubatuba,35,2,0,Apartamento,2200,2520
Rua Alves Guimarães,Pinheiros,38,1,1,Apartamento,4300,5485
Rua Doutor Gabriel dos Santos,Santa Cecilia,33,1,1,Apartamento,1600,2536
Avenida Guarulhos,Vila Venditti,50,2,1,Apartamento,1450,1936
Rua Gilberto Sabino,Pinheiros,73,1,2,Apartamento,9500,11210
Rua Doutor Penaforte Mendes,Bela Vista,29,1,1,Apartamento,2430,3438
Avenida Roque Petroni Júnior,Jardim das Acácias,22,1,0,Studio e kitnet,3800,4521
Rua do Lavapés,Cambuci,26,1,0,Apartamento,1350,1616
Rua Delegado Moraes Novaes,Vila Andrade,72,2,2,Apartamento,3000,3919
Rua Pires de Campos,Alto da Mooca,34,2,0,Apartamento,1795,2334
Rua Intendência,Brás,53,2,0,Apartamento,1550,2010
Rua Campos,Vila Inah,354,3,3,Casa,5970,7013
Rua Doutor Argemiro Couto de Barros,Chácara Inglesa,69,1,0,Casa,1500,1563
Rua Barão de Iguape,Liberdade,50,2,1,Apartamento,2086,2601
Rua Marechal Deodoro,Santa Paula,69,2,2,Apartamento,3550,4268
Rua Riskallah Jorge,Centro,34,1,0,Studio e kitnet,1040,1420
Rua Aurora,Santa Efigênia,28,1,0,Studio e kitnet,1990,2551
Rua Marie Nader Calfat,Jardim Ampliação,56,2,1,Apartamento,2150,2788
Rua Joaquim Ferreira,Água Branca,43,1,1,Apartamento,2800,3742
Rua George Smith,Lapa,55,2,1,Apartamento,3200,3932
Rua Henrique Casela,Jardim América da Penha,46,2,1,Apartamento,1500,1908
Rua Igarité,Vila Nova Carolina,24,1,0,Studio e kitnet,800,1031
Rua Soldado Teodoro Francisco Ribeiro,Parque Novo Mundo,65,3,1,Apartamento,2000,2748
Rua Doutor Clemente Jobim,Jardim da Glória,27,1,0,Studio e kitnet,1902,2365
Rua Manoel Rodrigues da Costa,Vila Guedes,80,2,2,Casa,2000,2085
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Apartamento,1600,2007
Avenida Salgado Filho,Centro,68,3,1,Apartamento,2100,2750
Rua Otto de Alencar,Liberdade,44,2,1,Apartamento,1700,2266
Rua Jaguaré,Jaguaré,58,2,2,Apartamento,2150,2869
Rua Fernandes Moreira,Chácara Santo Antônio (zona Sul),62,2,1,Apartamento,9500,10680
Rua Peixoto Gomide,Jardim Paulista,45,1,0,Studio e kitnet,1600,2044
Rua Ilansa,Vila Prudente,79,3,2,Apartamento,3650,4888
Rua André Saraíva,Vila Sonia,30,1,0,Casa,1150,1199
Rua Luís Gama,Cambuci,29,1,0,Studio e kitnet,1550,1910
Rua Ibitirama,Vila Prudente,55,2,1,Apartamento,2747,3361
Rua Cardoso de Almeida,Perdizes,106,3,1,Apartamento,3276,4918
Rua Aquiles Jovane,Jardim Celeste,48,2,1,Apartamento,1400,2017
Rua Massaranduba,Vila Monte Alegre,38,1,1,Apartamento,2000,2685
Rua Agostinho Correia,Vila Regina,50,2,1,Apartamento,1300,1650
Rua Itararé,Bela Vista,30,2,0,Apartamento,1643,1898
Rua Alves Guimarães,Pinheiros,43,1,1,Apartamento,3900,4865
Rua Helena,Vila Olímpia,126,3,3,Apartamento,15000,17410
Avenida Cangaíba,Cangaíba,39,2,1,Apartamento,1200,1482
Rua João de Godói Moreira,Socorro,56,1,0,Casa,1650,1720
Rua Pascal,Campo Belo,35,1,1,Studio e kitnet,3500,4440
Rua Martins Fontes,Centro,41,1,1,Apartamento,2800,3638
Rua Maestro Elias Lobo,Jardim Paulista,78,2,0,Apartamento,4900,5696
Praça Alberto Lion,Cambuci,29,1,0,Apartamento,1333,1704
Rua Montojó,Quinta da Paineira,52,2,1,Apartamento,1250,1914
Rua Cachoeira,Jardim Rosa de Franca,40,1,0,Casa,800,834
Alameda Iraé,Indianópolis,24,1,0,Studio e kitnet,3300,4017
Rua Guaicurus,Água Branca,29,1,0,Apartamento,2000,2327
Rua Acaraú,Bela Vista,33,1,0,Apartamento,2150,2681
Rua Coronel Luís Barroso,Santo Amaro,33,1,1,Studio e kitnet,2800,3396
Rua Paim,Bela Vista,36,1,1,Apartamento,2800,3445
Rua Catumbi,Catumbi,48,2,1,Apartamento,1900,2474
Rua Padre Mariano Ronchi,Vila Pereira Cerca,46,2,1,Apartamento,1150,2044
Rua Fernando Dondon,Tatuapé,30,1,0,Studio e kitnet,1550,1662
Rua Benedito Faber,Lajeado,52,2,1,Apartamento,2290,2869
Rua Doutor Augusto de Miranda,Vila Pompéia,42,1,1,Studio e kitnet,4750,5959
Avenida Doutor Hugo Beolchi,Vila Guarani (z Sul),26,1,0,Apartamento,2700,3093
Avenida Nove de Julho,Bela Vista,30,1,0,Studio e kitnet,2000,2342
Rua Gabriele D'annunzio,Campo Belo,37,1,1,Studio e kitnet,3500,4276
Rua Frei Caneca,Consolação,40,1,0,Apartamento,2527,3065
Rua Quararibéia,Vila Isa,61,2,1,Apartamento,3000,3696
Rua Jurupari,Jardim Oriental,35,1,0,Casa,980,1097
Rua Indiana,Brooklin Paulista,50,1,1,Apartamento,2600,3370
Avenida Jabaquara,Mirandópolis,26,1,0,Studio e kitnet,2188,2786
Rua Ciro Costa,Perdizes,32,1,1,Studio e kitnet,2750,3607
Rua Conselheiro Ramalho,Bela Vista,32,1,0,Studio e kitnet,1700,2176
Rua Saint Hilaire,Jardim Paulista,32,1,1,Studio e kitnet,2100,2879
Rua Dona Maria Carolina,Jardim Paulistano,24,1,1,Studio e kitnet,3500,4025
Rua Barão de Tatuí,Vila Buarque,30,1,1,Studio e kitnet,1262,1896
Rua Jaguaribe,Vila Buarque,50,2,1,Apartamento,1700,2616
Rua Cristiano Viana,Cerqueira César,73,2,1,Apartamento,6000,7231
Rua Alves Guimarães,Pinheiros,25,1,0,Apartamento,3100,3650
Rua Valson Lopes,Vila Butantã,68,3,1,Apartamento,2500,3305
Rua Bucuituba,Vila Margarida,34,1,0,Apartamento,1100,1216
Rua Márcio Mazzei,Vila Nova Mazzei,53,2,1,Apartamento,1800,2369
Avenida Francisco Matarazzo,Barra Funda,30,1,0,Apartamento,1600,2131
Rua do Valo Velho,Vila Ede,85,2,1,Casa,1350,1407
Rua Fradique Coutinho,Pinheiros,82,2,0,Casa,4000,4614
Rua Guaicurus,Água Branca,28,1,0,Studio e kitnet,2400,2793
Rua Cantori,Vila Andrade,41,2,0,Apartamento,1300,1750
Rua Coronel Deraldo Jordão,Vila Firmiano Pinto,90,2,2,Apartamento,5200,6574
Avenida Sapopemba,Sapopemba,56,2,1,Apartamento,2200,2842
Rua Gaspar Lourenço,Vila Mariana,50,2,0,Apartamento,3600,4289
Avenida Celso Garcia,Belenzinho,44,2,1,Apartamento,1850,2321
Rua Cavour 399 Apto 124 B/a,Vila Prudente,75,3,2,Apartamento,2900,3648
Rua Engenheiro Bianor,Butantã,45,2,1,Apartamento,3850,4723
Rua Alves Guimarães,Pinheiros,33,1,0,Apartamento,3100,3677
Rua Dona Vitu Giorgi,Jardim Leonor,55,2,1,Apartamento,1600,2162
Rua Farjalla Koraicho,Jabaquara,91,2,1,Casa,2700,2814
Rua Ouvidor Portugal,Vila Monumento,35,1,1,Apartamento,1800,2332
Rua Doutor Nicolino Morena,Vila Constança,60,2,1,Apartamento,1350,1875
"Rua Sete Barras, 268",Nossa Senhora do Ó,65,3,1,Apartamento,2250,2854
Avenida Jabaquara,Mirandópolis,27,1,0,Studio e kitnet,2800,3363
Avenida João Barreto de Menezes,Vila Santa Catarina,80,2,5,Casa,2200,2305
Rua Professor Aprígio Gonzaga,São Judas,65,2,1,Apartamento,3500,4529
Rua Humberto I,Vila Mariana,21,1,0,Studio e kitnet,3400,4053
Rua Andrade Reis,Mooca,34,1,0,Apartamento,2000,2577
Rua Cunha Gago,Pinheiros,31,1,1,Apartamento,2300,3151
Rua Ernani Pinto,Vila Maria Alta,65,3,1,Apartamento,1800,2494
Rua Cônego Vicente Miguel Marino,Barra Funda,40,2,1,Apartamento,2800,3308
Rua Andradas,Santa Efigênia,30,1,0,Studio e kitnet,760,1258
Avenida Marechal Mario Guedes,Jaguaré,70,2,1,Apartamento,2700,3686
Avenida Cupecê,Jardim Prudência,28,1,0,Apartamento,1900,2254
Rua Álvaro Nunes,Vila Congonhas,61,2,2,Apartamento,3500,4947
Avenida Dr. Vieira de Carvalho,República,25,1,0,Studio e kitnet,1148,1742
Rua Gabriel dos Santos,Santa Cecília,38,1,1,Apartamento,2650,3652
"Rua Turiuba, 114, Água Fria",Água Fria,38,1,0,Casa em condomínio,1249,1367
Rua Maracanã-guaçu,Jardim Sao Francisco (zona Leste),45,2,1,Apartamento,1250,1596
Rua Tabatinguera,Sé,22,1,0,Studio e kitnet,1799,2182
Rua Anamá,Guaiaúna,70,3,0,Casa,1200,1351
Rua Francisco Retti,Vila Oratorio,96,1,0,Casa,1700,1873
Rua Vigário Taques Bitencourt,Santo Amaro,350,3,4,Casa,3200,3378
Rua Conselheiro Furtado,Liberdade,26,1,0,Studio e kitnet,2100,2566
Rua Doutor Miguel Vieira Ferreira,Tatuapé,30,0,0,Apartamento,1840,2113
Rua Coronel Fawcett,Vila Moraes,120,2,1,Casa,1400,1519
Rua Aguiar de Barros,Bela Vista,16,1,0,Apartamento,1800,2139
Rua Angaturama,Vila Moraes,35,1,0,Casa em condomínio,1250,1347
Rua Alves Ribeiro,Cambuci,60,2,0,Apartamento,1900,2028
Rua Amorim Castro,Vila São Luís(zona Oeste),15,1,0,Studio e kitnet,740,1196
Rua Duque de Caxias,Campos Elíseos,61,1,0,Apartamento,1475,1732
Rua Jardim das Margaridas,Vila Buenos Aires,75,2,1,Casa em condomínio,1577,1799
Rua Ibéria,Vila Isolina Mazzei,38,1,0,Apartamento,1250,1388
Avenida São João,República,28,1,0,Studio e kitnet,1394,1493
Rua Coronel Homero da Silveira,Parque Peruche,70,1,1,Casa,1500,1655
Rua Cláudia,Vila Marieta,55,2,1,Apartamento,1700,2400
Rua Domingos Paiva,Brás,33,1,1,Apartamento,1700,2223
Rua das Águias Reais,Vila Cardoso Franco,50,2,1,Apartamento,791,1212
Rua Renéa Ferreira de Castilho,Super Quadra Morumbi,110,3,3,Casa,3500,3825
Rua Antônio Gomes Ferreira,Parque Fongaro,34,2,0,Studio e kitnet,1100,1360
Rua Honório Pena,Vila Matilde,101,3,3,Casa,3060,3190
Rua Natividade Saldanha,São Lucas,32,0,0,Studio e kitnet,1200,1532
Rua Manuel Leiroz,Vila Penteado,38,1,0,Apartamento,1350,1702
Rua dos Carmelitas,Sé,38,1,0,Studio e kitnet,980,1377
Rua Gradaú,Vila Bela,50,2,2,Apartamento,2500,3231
Rua Vitório Ramalho,Tatuapé,91,3,2,Apartamento,6000,7282
Rua Aurélia,Vila Romana,80,2,0,Casa,2200,2335
Rua Washington Luís,Centro Histórico de São Paulo,22,1,0,Studio e kitnet,1843,2164
Rua Conselheiro Furtado,Liberdade,30,1,0,Studio e kitnet,2198,2682
Rua Tristão de Oliveira,Vila Gumercindo,60,2,0,Casa,1555,1726
Rua Timbiras,Santa Efigênia,36,1,1,Apartamento,1177,1861
Rua François Coty,Cambuci,34,2,1,Apartamento,1680,2170
Rua Isaura Abad Giacomelli,Jardim Aurelia,32,1,0,Studio e kitnet,1700,2067
Avenida Alberto Augusto Alves,Vila Andrade,38,1,1,Apartamento,2800,2940
Rua Barão de Iguape,Liberdade,38,1,0,Studio e kitnet,1100,1492
Rua Ataliba Leonel,Vila Fidalgo,70,1,0,Casa,1380,1438
Rua Josef Kryss,Parque Industrial Tomas Edson,29,1,0,Apartamento,1760,2206
Avenida Dedo de Deus,Vila Formosa,34,1,0,Studio e kitnet,1500,1807
Rua Akron,Jardim Aricanduva,60,1,0,Casa,1350,1407
Rua Itaqueri,Alto da Mooca,40,1,0,Casa,1200,1331
Rua dos Trilhos,Mooca,90,2,0,Apartamento,2450,2482
Rua Barreiro da Raiz,Vila Nova Carolina,75,1,2,Casa,999,1041
Rua Conselheiro Lafaiette,Mooca,41,2,0,Apartamento,2200,2532
Rua Engenheiro Bianor,Butantã,29,1,1,Studio e kitnet,2790,3392
Rua Nestor Pestana,Consolação,42,1,0,Studio e kitnet,1706,2067
Rua Lindório,Vila Domitila,70,2,1,Casa,1930,2041
Rua Olívia Guedes Penteado,Socorro,35,2,0,Apartamento,1500,2015
Rua Jaboatão,Casa Verde,82,3,2,Apartamento,2100,3257
Travessa Carlos Ramirez,Vila Água Funda,54,1,1,Casa,1500,1563
Rua Tapiraí,Vila Isolina Mazzei,67,2,1,Apartamento,2884,3695
Rua Brasil,Rudge Ramos,73,2,2,Apartamento,2100,2687
Rua Panhames,Vila Beatriz,90,3,1,Casa,1900,2081
Rua Feliciano Bicudo,Vila Paulicéia,90,2,0,Casa,2450,2808
Rua Leandro de Carvalho,Vila Monumento,95,2,2,Apartamento,2570,2843
Rua José Maria Ressuto,Imirim,130,3,1,Casa,2500,2606
Rua Capitão Rubens,Parque Edu Chaves,30,1,0,Studio e kitnet,950,1057
Rua do Lucas,Brás,50,2,1,Apartamento,3000,3578
Rua Francisco Felippe Agosti,Vila Inglesa,55,2,1,Apartamento,1417,2154
Avenida São João,Santa Cecília,24,1,0,Studio e kitnet,1240,1560
Rua Hilário Capote Valente,São Lucas,60,2,0,Casa,1400,1460
Rua Glicério,Liberdade,49,2,1,Apartamento,2400,2997
Rua Tetsuaki Misawa,Vila Clementino,110,3,2,Casa,5250,5813
Rua José de Figueiredo Seixas,Sítio do Mandaqui,50,2,1,Apartamento,1300,1992
Rua Duarte de Carvalho,Tatuapé,81,2,1,Apartamento,4000,5088
Rua Miguel Garcia,Cangaiba,70,1,0,Casa,969,1061
Rua Oscar Cintra Gordinho,Liberdade,35,1,0,Apartamento,1281,1331
Rua Celeste Fernandes Dalphorno,Jardim Rosana,40,1,0,Casa,800,949
Rua Quedas 315,Vila Isolina Mazzei,60,2,1,Casa em condomínio,2600,2785
Rua Peixoto Gomide,Jardim Paulista,55,1,0,Apartamento,1650,2113
Rua Frei Caneca,Bela Vista,30,1,0,Studio e kitnet,1735,2396
Rua Iapó,Casa Verde,55,2,0,Casa,2000,2085
Rua Piracanguá,Jardim Sao Paulo(zona Norte),80,2,1,Casa,2000,2085
Rua Bueno de Andrade,Aclimação,68,3,1,Apartamento,2199,3066
Rua Jaracatiá,Jardim Umarizal,65,2,1,Apartamento,1500,2058
Rua Fagundes Varela,Vila Príncipe de Gales,50,2,1,Apartamento,1550,2177
Rua São Francisco de Assis,Vila Mangalot,223,3,6,Casa,4100,4518
Rua Major Quedinho,República,33,1,0,Apartamento,1020,1607
Rua Omachá,Penha de França,58,2,1,Apartamento,1600,2362
Rua Oliveira Alves,Ipiranga,58,2,1,Apartamento,4000,4982
Rua Marquês de Lages,Vila Moraes,63,3,1,Apartamento,1200,1867
Rua Henrique Sertório,Tatuapé,38,1,1,Apartamento,3010,4226
Rua Francisca Miquelina,Bela Vista,30,1,0,Apartamento,1795,2239
Rua Coronel Joaquim Antônio Dias,Tatuapé,29,1,0,Studio e kitnet,1800,2208
Rua Bicudo de Brito,Vila Guarani,45,2,0,Apartamento,1535,1794
Rua Domingos Portela,Jardim das Vertentes,207,3,6,Casa,5500,5834
Rua Doutor Cesário Mota Júnior,Vila Buarque,27,1,0,Apartamento,1401,1835
Rua Edmundo Juventino Fuentes,Parque Tomas Saraiva,60,2,1,Apartamento,1950,2527
Rua Francisco Coimbra,Penha de França,50,2,1,Apartamento,1860,2563
Avenida Alberto Fontana,Jardim Celeste,56,2,1,Apartamento,1600,2152
Rua Cristovão Bezerra Dantas,Parque Vitória,64,1,0,Casa,1236,1337
Rua Assungui,Vila Gumercindo,120,3,3,Apartamento,5900,7581
Avenida Salgado Filho,Centro,49,2,1,Apartamento,1716,2327
Avenida Avelino Alves Machado,Jardim Pinhal,70,2,1,Casa,1299,1414
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Graciosa,32,1,0,Studio e kitnet,1312,1703
Rua Amapá,Vila Canero,60,2,1,Apartamento,4000,4507
Rua Dom Bernardo Nogueira,Vila Gumercindo,53,2,1,Apartamento,3200,4080
Rua Alexandre Benois,Vila Andrade,65,3,2,Apartamento,2890,3609
Rua Albino Boldasso Gabril,Vila Cruzeiro,44,0,0,Studio e kitnet,1400,1598
Rua Emílio Ribas,Jardim Pazini,80,2,0,Apartamento,1550,1640
Rua Artur Bernardes,Vila Invernada,34,1,0,Apartamento,1450,1606
Rua Francisca Maria de Souza,Tucuruvi,52,2,1,Casa em condomínio,2000,2411
Rua Henrique Braglia,Vila Dom Pedro Ii,55,2,1,Apartamento,2100,2668
Rua Mandioré,Vila Formosa,30,1,0,Studio e kitnet,800,901
Rua Floresto Bandecchi,Jaguaré,49,2,1,Apartamento,1150,1879
Avenida Joaquina Ramalho,Vila Guilherme,42,1,0,Studio e kitnet,1500,1677
Rua Ibitirama,Vila Prudente,65,3,1,Apartamento,2500,3052
Rua Santo Egídio,Santa Teresinha,54,2,1,Apartamento,1503,2348
Rua Caetano Pinto,Brás,28,1,0,Apartamento,1750,2178
Rua Galeão Coutinho,Vila Marina,70,1,0,Casa,1210,1262
Rua da Mooca,Mooca,57,2,0,Apartamento,2100,2697
Rua Curupá,Vila Formosa,70,3,1,Apartamento,2745,3986
Avenida Brigadeiro Luís Antônio,Bela Vista,40,1,1,Studio e kitnet,2850,3707
Rua Celso Ramos,Vila Andrade,48,2,1,Apartamento,2100,2557
Rua Peixoto Gomide,Jardim Paulista,31,1,0,Studio e kitnet,2100,2481
Rua Antônio de Godói,Centro,53,2,0,Apartamento,2500,3032
Avenida Itaboraí,Bosque da Saúde,55,2,1,Apartamento,2300,3396
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,61,2,1,Apartamento,1300,1919
Rua Dionísio da Costa,Vila Mariana,33,1,1,Studio e kitnet,3000,4040
Rua Coronel Amaro Sobrinho,Vila Carrao,80,2,1,Casa,1650,1720
Rua Cerqueira César,Centro,30,1,0,Studio e kitnet,1100,1422
Rua Marie Nader Calfat,Jardim Ampliação,60,2,1,Apartamento,2684,3728
Rua das Ameixas,Vila Cruz das Almas,120,3,1,Casa,2000,2085
Avenida Corifeu de Azevedo Marques,Butantã,30,1,0,Studio e kitnet,1200,1266
Rua Aguiar de Barros,Bela Vista,16,1,0,Studio e kitnet,2950,3378
Rua Visconde de Parnaíba,Jardim Brasília (zona Norte),38,2,0,Apartamento,1970,2496
Praça Dom Francisco de Souza,Santo Amaro,53,2,1,Apartamento,3200,3963
Rua José Bonifácio,Vila Galvão,60,2,2,Apartamento,1807,2585
Rua Benedito Fernandes,Santo Amaro,52,2,1,Apartamento,1700,2432
Rua Ernani Pinto,Vila Maria Alta,64,3,2,Apartamento,1650,2452
Rua Pereira Barreto,Santo Amaro,66,2,2,Apartamento,4500,5289
Rua Dona Vitu Giorgi,Jardim Leonor,44,2,1,Apartamento,1879,2391
Rua Visconde de Parnaíba,Brás,26,1,0,Studio e kitnet,1350,1722
Rua Natividade Saldanha,São Lucas,29,0,0,Studio e kitnet,1150,1452
Rua Antônio Júlio dos Santos,Morumbi,55,2,1,Apartamento,1454,2019
Rua Maria Zélia,Piqueri,30,1,1,Casa,1550,1624
Avenida Washington Luís,Jardim Aeroporto,55,1,0,Apartamento,1500,2064
Avenida Brigadeiro Luís Antônio,Bela Vista,42,1,1,Apartamento,3300,3856
Rua Barão do Serro Largo,Vila Regente Feijó,150,3,1,Casa,3400,3960
Rua Salvador Tolezano,Parque Mandaqui,65,2,1,Apartamento,1650,2183
Avenida Professor Francisco Morato,Vila Sônia,84,3,2,Apartamento,3500,4349
Avenida Emílio Ribas,Jardim Tijuco,57,2,1,Apartamento,2000,2568
Rua Cônego Vicente Miguel Marino,Barra Funda,40,2,0,Apartamento,2200,2704
Rua Ourânia,Vila Madalena,72,2,1,Apartamento,4300,5200
Rua Raul Pompéia,Vila Pompéia,72,3,2,Apartamento,4600,6359
Rua Descampado,Vila Vera,74,3,2,Apartamento,4000,4913
Rua do Lavapés,Liberdade,26,1,0,Apartamento,1550,1880
Praça Doutor Mário Margarido,Liberdade,35,1,0,Studio e kitnet,750,1195
Avenida Bartolomeu de Carlos,Picanço,38,1,1,Apartamento,2010,2652
Avenida Duque de Caxias,Campos Elíseos,26,1,0,Studio e kitnet,2500,2910
Rua Luís Coelho,Consolação,52,1,0,Apartamento,2800,3423
Avenida Capitão Mário Toledo de Camargo,Silveira,73,3,1,Apartamento,1747,2242
Rua Peixoto Gomide,Jardim Paulista,30,1,0,Studio e kitnet,1850,2429
Rua Avanhandava,Bela Vista,29,1,0,Studio e kitnet,2600,3206
Rua Ângela Tomé,Rudge Ramos,55,2,1,Apartamento,2600,3609
Avenida Prestes Maia,Centro,22,1,0,Studio e kitnet,1200,1247
Rua Paim,Bela Vista,32,1,1,Studio e kitnet,2300,2894
Rua Torres da Barra,Água Branca,33,1,1,Apartamento,2280,2806
Rua Xingu,Vila Valparaíso,45,2,1,Apartamento,2700,3146
Rua Bruna,Chácara Mafalda,42,2,1,Apartamento,1600,1963
Avenida São João,Santa Cecilia,35,0,0,Studio e kitnet,935,1348
Rua Antônio Neto Caldeira,Vila Antonieta,47,2,1,Apartamento,2000,2226
Rua Ribeiro de Barros,Lapa,64,2,1,Apartamento,3450,4554
Rua Getúlio Vargas Filho,Cidade Vargas,45,2,0,Apartamento,2151,2544
Largo do Arouche,República,34,1,0,Studio e kitnet,2100,2756
Rua Álvaro de Carvalho,Bela Vista,32,1,0,Studio e kitnet,1200,1660
Rua dos Estudantes,Sé,28,1,0,Apartamento,2600,3130
Rua Doutor Augusto César,Vila Rui Barbosa,90,2,3,Casa,2500,2642
Rua Ulisses Paschoal,Jardim Lourdes (zona Sul),15,1,0,Studio e kitnet,882,1009
Rua Leôncio da Costa Vieira,Jardim Piqueroby,35,1,0,Studio e kitnet,2800,3038
Rua Borges Lagoa,Vila Clementino,45,1,1,Apartamento,4100,5317
Avenida Nossa Senhora do Lorêto,Vila Medeiros,28,1,0,Studio e kitnet,1000,1038
Avenida Jaguaré,Jaguaré,49,2,0,Apartamento,1500,1938
Rua Jordânia,Vila Guilhermina,75,3,2,Casa em condomínio,3600,3943
Rua Corinto de Toledo,Parque Jabaquara,135,3,4,Casa,6500,7051
Rua Doutor Solon Fernandes,Vila Rosália,57,2,1,Apartamento,1850,2410
Avenida Moema,Moema,45,1,1,Apartamento,3700,5155
Rua Brigadeiro Tobias,Centro,30,1,0,Studio e kitnet,2300,2905
Rua Demini,Penha de França,51,2,1,Apartamento,2500,3096
Avenida Raimundo Pereira de Magalhães,Jardim Íris,44,2,1,Apartamento,1800,2219
Avenida Itaberaba,Nossa Senhora do Ó,54,2,1,Apartamento,1750,2518
Avenida Vereador Abel Ferreira,Vila Regente Feijó,28,1,0,Studio e kitnet,1133,1265
Rua João Passalaqua,Bela Vista,23,1,0,Studio e kitnet,1300,1317
Alameda Lorena,Jardim Paulista,42,1,1,Apartamento,3500,4699
Avenida Sapopemba,Jardim Adutora,32,2,0,Apartamento,1521,1789
Rua Andrade Reis,Mooca,34,1,0,Studio e kitnet,2060,2440
Rua Glicério,Liberdade,50,2,1,Apartamento,3000,3745
Rua Frei Caneca,Consolação,43,1,0,Apartamento,2900,3524
Rua Doutor Plínio Barreto,Bela Vista,48,1,1,Apartamento,2078,2575
Rua Bicudo de Brito,Vila Guarani (z Sul),45,2,0,Apartamento,1538,1797
Rua Alexandre Benois,Vila Andrade,65,3,1,Apartamento,2800,3579
Rua do Boqueirão,Saúde,62,2,1,Apartamento,3500,4079
Avenida João Dias,Santo Amaro,75,2,0,Apartamento,3000,3486
Avenida Ministro Petrônio Portela,Vila Amélia,67,2,1,Apartamento,1449,2065
Rua Barros Sobrinho,Vila Ema,60,2,1,Apartamento,2900,3898
Rua Doutor Morais Dantas,Vila Barbosa,39,1,1,Apartamento,1500,1967
Rua Soror Angélica,Vila Ester (zona Norte),120,3,1,Casa,2856,3019
Rua José Bento,Cambuci,34,1,0,Apartamento,1340,1786
Avenida Belisário Pena,Vila Maria Alta,30,1,0,Casa em condomínio,800,885
Rua dos Banqueiros,Vila Bancária,42,2,0,Apartamento,899,1004
"Vila Rio de Janeiro, Guarulhos - Sp, 07082-610, Brasil",Vila Rio de Janeiro,43,2,1,Apartamento,1400,1804
Alameda Ribeirão Preto,Bela Vista,70,2,0,Apartamento,2750,3741
Rua Caetano Pinto,Brás,27,1,0,Apartamento,1836,2237
Avenida Professor Miguel Franchini Neto,Loteamento City Jaragua,43,2,0,Apartamento,1500,2000
Rua Poetisa Colombina,Jardim Bonfiglioli,70,3,1,Apartamento,3750,4716
Rua Estado de Israel,Vila Clementino,48,1,1,Apartamento,2100,3289
Rua Heitor Penteado,Sumarezinho,49,2,1,Apartamento,2550,3163
Avenida Ítalo Brasileiro Piva,Picanço,76,3,0,Apartamento,2100,2771
Rua Nelson Gama de Oliveira,Vila Andrade,32,1,1,Apartamento,1000,1999
Rua Doutor José Pedro de Carvalho Lima,Jardim Parque Morumbi,40,2,1,Apartamento,1400,1854
Rua Marquês de Itu,Vila Buarque,30,1,0,Studio e kitnet,980,1418
Rua Curupace,Mooca,267,3,4,Casa,9000,9931
Rua Poconé,Vila Floresta,73,3,1,Apartamento,2200,2764
Rua Açatunga,Vila Congonhas,166,2,1,Casa,4500,4575
Praça Japuba,Alto de Pinheiros,50,2,1,Apartamento,2500,3633
Rua Guirá-acangatara,Jardim Sao Francisco (zona Leste),48,2,1,Apartamento,1474,1856
Rua Dom José Marcondes,Jardim Almanara,40,2,1,Apartamento,1300,1944
Rua Tomé de Lara,Tucuruvi,40,2,0,Apartamento,2200,2284
Avenida Comandante Antônio Paiva Sampaio,Parque Vitória,53,2,1,Apartamento,2172,2859
Rua Alexandrino da Silveira Bueno,Cambuci,41,2,0,Apartamento,2300,2749
Rua Vergueiro,Vila Firmiano Pinto,57,2,1,Apartamento,1323,2037
